Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,A1,A2,F7,F8,T3,T4,T5,T6,Fz,Cz,Pz
-10.69,-20.09,-7.61,-8.41,0.76,-0.69,6.5,3.67,9.77,10.11,3.76,0.92,-5.33,-10.72,3.99,0.32,6.6,8.93,-9.4,-0.23,3.92
-9.06,-19.05,-7.24,-8.63,-0.17,0.28,5.0,3.83,9.85,9.67,3.86,3.55,-3.55,-9.41,2.62,4.95,6.79,7.72,-9.02,-1.28,2.66
-10.21,-17.01,-7.67,-8.64,-1.9,1.01,4.2,4.2,8.94,8.14,4.42,2.4,-4.62,-7.99,-1.46,3.55,6.01,6.26,-9.73,-0.97,3.02
-8.49,-15.04,-7.52,-5.38,-1.99,2.74,3.93,4.76,9.23,9.78,6.78,7.26,-5.3,-3.44,-2.01,5.23,4.27,5.08,-7.56,0.98,4.52
-9.6,-16.56,-7.97,-6.08,-3.17,2.7,2.6,4.88,9.66,7.24,4.96,4.92,-4.92,-6.85,-2.9,5.39,6.1,3.99,-9.01,-0.53,4.43
-8.34,-13.53,-7.11,-3.59,-2.2,2.54,-0.03,2.54,2.17,2.83,3.72,5.81,-5.88,-4.58,-0.95,2.23,3.82,1.96,-7.43,1.48,1.72
-5.93,-10.05,-4.4,-1.73,-2.25,2.71,-0.67,2.2,4.96,4.56,6.11,8.27,-0.76,-0.04,3.28,4.26,4.03,3.39,-4.88,-0.14,1.0
-5.11,-9.16,-3.92,-3.27,-2.28,1.58,0.46,3.61,6.22,8.52,11.62,12.7,0.9,0.14,2.66,7.43,4.2,7.33,-4.78,-2.04,1.12
-3.62,-8.19,-2.1,-3.54,-1.43,1.38,0.82,3.91,4.7,8.71,11.85,13.59,3.85,0.86,6.22,8.42,3.05,5.22,-3.84,-1.61,1.76
-5.49,-13.02,-1.78,-7.79,0.29,-1.62,2.06,3.27,7.09,7.88,11.28,8.23,3.03,-4.61,5.42,5.62,5.68,5.76,-4.93,-3.91,0.47
-3.92,-12.7,0.04,-6.44,1.31,-2.32,3.22,1.41,7.63,6.39,7.99,5.31,5.15,-6.2,9.56,4.49,8.72,4.01,-4.04,-4.92,-0.37
-2.13,-11.25,2.59,-5.32,3.2,-2.67,3.71,0.08,8.54,6.8,9.75,7.52,6.69,-4.36,5.81,-0.85,7.83,1.73,-1.8,-3.33,-0.17
-2.63,-10.5,2.32,-5.7,3.99,-3.54,4.61,-1.15,11.45,8.98,13.1,7.39,6.46,-3.88,3.53,-0.51,11.03,4.45,-2.54,-3.29,0.3
-0.32,-7.08,4.18,-5.45,4.53,-3.79,4.87,-2.2,11.68,9.48,13.58,9.28,8.83,-2.38,6.85,-0.34,11.19,6.24,-0.36,-2.32,-0.09
-2.87,-10.09,1.52,-4.34,3.45,-1.63,4.39,-0.37,10.3,8.71,13.54,10.72,6.01,-0.25,4.57,3.17,10.13,7.67,-2.77,-1.63,-0.23
-2.6,-9.61,1.42,-4.99,2.41,-1.35,2.19,-0.91,7.94,6.21,11.6,8.45,5.53,-5.17,5.38,1.86,8.92,5.1,-2.49,-1.32,-2.12
-3.6,-11.44,0.31,-5.37,0.97,-1.17,1.35,1.36,2.97,4.81,9.28,3.9,3.17,-3.43,3.61,2.75,3.29,4.38,-2.8,-1.56,-0.54
-3.78,-12.52,-0.34,-3.88,-0.23,-0.76,2.22,2.81,5.59,5.44,7.75,3.2,1.53,-5.34,4.59,0.5,3.71,5.31,-2.42,0.23,1.3
-2.97,-9.64,-0.11,-3.41,1.89,-1.44,2.97,2.91,5.71,5.23,4.64,4.03,3.1,-3.15,7.72,-1.71,4.67,3.5,-2.6,0.65,3.24
-2.83,-8.24,-1.95,-1.22,-0.06,1.17,2.37,5.49,6.0,7.47,9.23,6.09,0.65,2.27,2.01,5.89,1.82,6.83,-1.5,1.92,4.32
-3.37,-7.09,-3.35,0.56,-1.45,1.69,2.9,4.32,7.27,7.72,4.65,5.97,-0.73,4.41,-1.0,4.96,4.46,4.89,-2.87,1.69,4.09
-2.16,-6.01,-5.09,2.96,-3.01,4.62,1.37,4.39,7.41,7.44,7.61,8.12,0.18,6.61,-3.82,8.67,2.54,5.88,-1.78,1.66,3.57
-5.48,-7.03,-6.44,2.4,-4.61,4.74,1.0,3.85,7.13,8.5,5.92,5.87,-2.5,4.45,-2.62,11.41,4.61,6.36,-4.79,0.28,2.71
-6.58,-6.42,-6.63,-0.27,-3.3,2.68,-1.03,1.68,3.82,7.0,7.96,4.51,-3.04,3.77,1.9,5.77,2.44,5.67,-6.05,-1.47,0.82
-6.64,-7.19,-4.08,-1.89,1.32,-1.2,2.31,-0.36,6.05,5.67,6.88,3.82,2.67,0.9,6.27,1.26,7.87,3.87,-6.8,-1.48,0.55
-2.08,-8.89,0.03,-1.06,0.03,-0.04,-1.81,-0.25,1.11,2.77,-9.26,-9.81,-4.31,-4.92,-6.05,-3.51,-0.28,-2.24,-0.81,-0.61,1.04
-0.23,-8.53,0.13,1.25,-0.37,0.52,-1.84,-0.77,-1.55,2.04,-7.98,-10.13,-3.1,-4.91,-7.54,-3.75,-3.94,-3.6,0.68,-0.28,0.81
1.06,-8.48,0.67,2.75,0.82,-0.63,-0.55,-2.3,-0.77,0.59,-5.33,-9.93,-1.83,-5.75,-7.4,-3.33,-1.78,-5.72,1.84,-0.36,-0.16
-1.27,-9.7,1.12,0.62,2.47,-2.05,0.97,-2.45,0.77,2.15,-2.26,-3.91,-0.0,-6.62,-0.14,0.35,2.29,-3.32,-0.17,-1.9,0.44
-0.89,-8.94,1.41,-1.43,1.69,-2.53,1.2,-2.55,-0.45,2.21,-0.88,-5.39,2.89,-6.14,3.11,-0.27,1.9,-3.04,-0.11,-3.82,-1.72
-1.2,-6.85,0.85,-1.43,2.13,-1.81,-0.44,-3.06,-1.05,1.96,-0.3,-0.41,2.45,0.06,3.33,-1.69,0.18,-0.91,-0.62,-3.63,-1.66
-1.13,-8.71,0.43,-1.08,-0.33,-0.93,-1.86,-1.87,-2.1,3.95,-0.59,-0.32,0.76,-2.65,-2.81,-0.03,-2.77,1.58,-0.15,-2.45,-1.86
-0.73,-8.67,-0.13,0.52,0.12,-0.21,-3.21,-2.15,-3.48,1.37,-6.02,-3.34,-1.54,-1.17,1.49,-0.36,-4.17,-0.54,0.17,-0.87,-2.35
-0.97,-8.73,-0.37,1.53,-0.31,-0.44,-2.99,-2.99,-1.52,1.85,-4.93,-4.68,-3.15,-1.25,2.55,-1.56,-3.28,-1.71,0.14,-1.15,-3.57
0.92,-5.79,1.69,4.15,-0.58,0.12,-3.54,-3.44,-3.38,0.59,-2.15,-0.05,-0.7,0.76,-2.39,0.89,-2.98,-1.94,2.58,-2.11,-4.81
0.91,-3.42,0.88,3.69,-1.54,1.5,-4.26,-3.24,-1.06,-0.3,-2.65,1.57,-1.14,3.8,-2.7,3.28,-0.02,-2.69,1.83,-2.04,-3.89
2.15,-3.05,0.73,4.62,-1.82,2.19,-4.2,-2.36,-2.41,0.59,1.91,1.7,2.39,2.97,-1.03,3.32,-1.18,-1.06,2.71,-2.33,-3.52
0.86,-3.58,0.39,4.72,-1.4,1.26,-2.24,-1.53,-0.66,2.36,2.74,4.17,2.64,4.1,6.08,2.43,-1.59,-1.52,1.63,-0.42,-0.11
0.56,-4.88,0.05,4.36,-0.99,0.56,-0.61,-1.0,2.01,4.78,6.58,2.81,2.53,3.64,-1.13,3.13,1.23,-0.3,1.16,-0.23,0.09
1.09,-2.81,0.26,3.92,-0.9,0.35,-0.29,-0.3,0.73,5.61,4.14,3.3,3.13,6.97,0.78,2.85,1.91,-0.39,1.59,-1.33,0.32
-1.05,-3.91,-1.43,2.38,-0.86,0.03,-0.79,-2.62,-2.11,2.01,0.79,2.41,0.22,5.85,-5.82,1.63,0.25,-2.29,-0.65,-1.45,-1.16
-0.26,-4.87,-0.05,2.58,-0.37,-0.48,-2.13,-5.61,-4.83,-1.66,-2.0,-2.13,1.77,1.88,-1.07,-0.1,-4.42,-6.59,0.24,-1.3,-2.33
-0.68,-4.39,-0.05,3.5,-1.05,-0.33,-2.38,-5.85,-4.3,-2.45,-0.03,2.06,1.69,3.97,4.82,0.26,-0.59,-5.22,-0.12,-3.3,-3.61
0.62,-4.08,1.38,1.6,1.13,-1.3,-1.73,-5.83,-3.85,-4.41,3.4,-0.26,5.94,1.94,5.14,-3.24,0.31,-6.52,0.62,-2.61,-3.21
-0.01,-5.63,0.34,0.59,0.81,-1.59,0.83,-4.08,2.17,-0.9,6.5,-0.39,2.95,-1.27,-1.81,-0.67,5.06,-3.69,0.38,-1.85,-2.09
0.22,-3.27,0.36,-0.85,1.74,-2.68,0.17,-3.1,0.46,1.15,9.66,2.3,3.01,6.12,2.93,-1.52,5.7,-1.28,0.48,-2.35,-1.63
-1.26,-5.19,-0.22,-1.63,1.07,-2.06,1.68,-1.51,2.76,2.34,7.14,2.52,2.48,1.92,-0.08,-0.62,6.55,0.54,-0.53,-1.43,1.28
-1.35,-5.04,-0.43,-0.81,1.06,-1.63,0.66,1.4,4.04,5.17,8.54,4.07,2.32,2.64,4.83,1.37,5.73,2.87,-0.25,-1.61,0.24
-0.44,-3.91,0.81,1.34,0.44,0.67,-0.57,2.28,5.92,8.87,6.83,9.36,4.62,6.94,8.15,4.35,7.33,7.53,0.26,-2.67,0.49
-0.57,-3.82,-0.88,0.75,-1.07,1.65,-1.22,3.77,5.12,8.63,4.98,5.9,4.15,5.7,3.54,4.09,7.39,8.49,0.41,-3.83,-0.9
-0.92,-4.11,-1.37,-1.97,-0.99,-0.83,-0.76,1.63,5.2,6.65,4.7,2.84,3.01,3.7,2.58,3.33,9.25,5.62,-1.1,-4.17,-2.04
-0.87,-3.22,-1.26,0.9,-2.62,0.79,-3.97,1.4,-0.32,4.69,1.92,-1.02,1.67,4.82,1.34,4.33,3.03,5.41,-0.11,-4.51,-3.21
-1.56,-4.99,-1.45,1.56,-2.53,0.55,-3.38,1.82,-0.14,4.06,0.77,0.28,-0.63,4.56,-0.39,0.42,1.6,4.39,-1.06,-3.58,-2.09
-2.8,-7.84,-2.0,0.25,-2.07,0.55,-3.98,0.61,-2.42,0.57,-0.92,-3.56,-1.95,1.27,2.41,1.48,-0.04,2.19,-1.68,-3.51,-2.23
-3.56,-9.45,-3.32,0.33,-1.36,1.39,-4.35,-1.11,-3.7,-1.66,-2.44,-2.17,-5.84,-2.23,-3.16,-1.08,-3.0,-0.73,-1.96,-0.48,-1.97
-2.19,-8.78,-1.5,-1.43,-0.0,-0.17,-2.57,-3.75,-3.56,-4.36,-1.69,-5.74,-1.76,-1.46,2.03,-2.52,-1.5,-3.41,-1.31,0.78,-2.09
-3.14,-8.57,-1.6,-1.48,0.23,0.17,-1.58,-2.14,-2.85,-3.93,2.52,-2.93,-2.75,-0.27,-9.76,-0.54,-0.9,-1.18,-2.14,1.39,0.04
-2.42,-7.63,-0.4,-2.01,0.67,-0.97,-4.4,-4.89,-7.88,-8.34,1.23,-1.98,-0.73,-1.52,-0.81,-1.81,-2.67,-4.23,-1.37,0.96,-2.39
-1.91,-8.87,0.79,-1.16,2.51,-1.75,-3.56,-6.11,-7.09,-9.39,1.75,0.51,0.46,-0.85,-0.36,-3.4,-0.99,-3.84,-0.89,1.65,-3.33
0.29,-4.86,0.73,-0.44,1.6,-2.19,-3.08,-7.9,-9.63,-10.73,3.45,1.61,1.48,3.09,1.26,-3.72,-0.51,-5.32,1.34,1.68,-2.39
0.83,-3.63,0.87,-0.59,2.39,-2.54,-4.51,-7.93,-12.01,-11.74,5.68,4.36,1.17,1.45,1.56,-1.97,-2.36,-6.12,1.67,1.86,-3.2
-0.16,-4.35,-0.25,-1.39,1.43,-2.41,-5.87,-7.93,-14.66,-12.68,2.32,2.83,0.19,0.27,0.92,0.36,-4.8,-6.21,0.57,1.59,-4.69
0.16,-4.8,0.47,-0.56,1.91,-1.96,-6.44,-9.07,-12.93,-12.93,3.81,3.3,-1.75,-0.93,-1.01,-4.58,-5.25,-7.63,0.74,2.81,-4.81
1.28,-3.97,1.09,0.55,2.62,-3.38,-8.36,-10.97,-18.77,-14.52,0.89,-0.13,-0.63,-1.64,1.91,-4.88,-10.36,-10.74,1.87,3.37,-7.19
0.91,-2.48,-1.15,0.58,0.59,-3.1,-7.36,-10.64,-13.18,-12.25,4.03,0.3,-1.33,-1.28,-2.32,-6.05,-6.66,-10.44,1.61,3.63,-6.29
1.82,-2.47,0.33,0.42,2.46,-1.87,-4.65,-7.62,-10.09,-6.05,3.99,3.02,1.21,-0.03,-0.79,-6.02,-6.42,-6.69,2.02,5.0,-4.47
0.35,-3.23,-1.08,-2.37,0.98,-2.78,-4.08,-7.12,-6.8,-2.35,5.17,5.97,-1.55,-0.64,-1.88,-2.74,-3.72,-5.04,0.61,2.04,-4.07
-7.83,-15.45,-4.26,-6.56,0.96,-2.49,-2.77,-6.07,-4.83,-1.05,-0.42,-0.27,-7.29,-10.8,-4.47,-6.93,-0.29,-6.86,-5.65,2.94,-3.14
-3.6,-12.76,-2.45,-3.07,0.25,-1.46,-5.56,-7.78,-6.98,-4.87,4.63,3.68,-2.11,-7.53,-0.43,-3.46,-1.53,-6.03,-3.34,1.77,-6.04
2.63,4.55,-0.85,2.29,-0.16,0.21,-7.04,-8.05,-7.95,-6.82,13.4,12.86,4.47,11.36,0.49,3.89,-1.2,-4.95,2.75,0.49,-8.46
-2.11,-0.24,-2.94,2.01,-0.85,1.46,-6.95,-6.31,-5.83,-4.56,8.96,10.35,-1.06,9.65,-0.25,3.84,-0.04,-4.57,-1.09,0.3,-7.82
-4.02,-7.28,-3.36,1.1,-1.63,2.17,-7.81,-5.47,-6.12,-4.65,10.72,10.43,0.03,5.38,2.07,5.11,0.42,-3.36,-2.01,0.04,-8.39
-6.14,-10.95,-3.74,1.51,-1.82,1.88,-7.61,-5.33,-6.52,-4.8,7.02,7.11,-4.32,4.77,0.05,2.22,-1.71,-5.11,-3.57,0.37,-7.73
-10.5,-19.02,-5.39,-0.99,-1.2,0.8,-5.86,-4.01,-6.77,-3.71,0.87,6.31,-7.07,-2.43,4.01,-2.14,0.62,-5.34,-6.94,0.73,-6.21
-9.13,-18.67,-5.03,-2.04,-0.9,2.0,-6.65,-0.19,-5.08,-1.39,5.05,2.56,-4.69,-2.14,2.44,-1.76,-2.13,-2.88,-6.79,1.15,-4.71
-9.59,-15.76,-5.65,-2.91,-1.16,2.56,-5.49,2.98,-4.15,0.03,4.88,5.69,-6.08,0.55,-7.43,3.67,-2.65,0.12,-7.48,0.57,-3.45
-11.07,-19.39,-6.19,-5.56,-1.3,1.0,-4.25,5.12,-0.6,4.55,4.61,3.78,-6.82,-1.92,-4.2,-0.08,-0.1,1.79,-9.66,-0.51,-0.81
-12.52,-20.54,-6.26,-7.19,-1.69,0.79,-2.04,6.33,3.18,6.01,2.09,3.52,-6.92,-4.21,-5.94,2.62,2.19,2.54,-11.23,-1.75,0.81
-13.17,-22.2,-6.22,-7.6,-0.4,0.71,2.75,7.3,8.91,6.38,4.99,2.45,-4.27,-6.65,-2.0,2.8,8.35,3.62,-11.44,-2.75,3.48
-12.32,-16.9,-5.96,-7.51,-0.62,0.17,2.4,7.12,7.75,8.75,4.89,9.48,-2.56,-2.95,4.04,3.52,8.18,7.04,-11.48,-5.62,2.54
-12.75,-20.43,-4.61,-9.38,0.75,1.1,3.64,7.58,10.8,9.49,4.61,6.66,-5.32,-5.8,1.83,2.89,10.39,6.87,-11.55,-4.76,4.22
-13.45,-22.99,-3.59,-9.56,0.3,-0.68,3.18,6.88,8.02,10.12,2.89,2.83,-7.17,-10.02,-1.36,0.97,6.44,7.58,-12.2,-4.46,2.84
-11.58,-23.83,-2.51,-8.24,1.2,-0.49,3.16,6.58,6.43,10.25,2.56,2.57,-5.16,-11.08,3.82,-1.77,7.86,7.03,-10.43,-2.52,3.26
-12.33,-24.47,-2.62,-10.67,2.8,-2.91,4.35,5.66,7.76,10.71,-0.64,0.94,-4.44,-13.67,6.76,-4.21,10.66,5.16,-10.39,-1.65,3.77
-12.48,-25.74,-2.21,-12.27,2.43,-2.49,4.48,6.63,9.63,13.36,2.54,-0.57,-3.34,-14.79,1.85,-4.5,10.22,7.04,-10.42,-0.64,4.16
-12.05,-25.99,-2.25,-12.42,2.88,-2.66,5.24,5.62,10.86,11.91,3.16,-1.1,-2.51,-16.66,3.95,-4.75,12.57,5.29,-10.13,-0.56,4.18
-12.6,-26.41,-2.69,-12.88,3.52,-3.47,8.4,6.08,16.33,15.06,5.06,-0.38,-5.3,-16.0,2.01,-6.44,14.14,6.07,-10.8,-1.02,5.68
-11.28,-22.69,-3.18,-10.08,2.79,-3.03,8.06,5.45,14.01,14.42,0.56,0.13,-5.03,-13.21,4.46,-7.15,11.47,4.56,-10.1,-1.33,4.64
-13.46,-26.06,-5.55,-8.84,2.67,-0.54,8.41,5.96,14.43,15.24,-2.47,-4.4,-9.52,-13.1,2.72,-2.7,12.01,7.2,-11.54,-0.93,3.54
-14.89,-23.5,-7.76,-8.06,1.33,-0.65,6.39,5.01,9.93,13.62,-5.22,-7.47,-11.09,-13.3,0.89,-4.07,10.93,6.49,-12.43,-1.45,1.44
-15.48,-24.93,-8.93,-8.75,-0.03,0.02,4.89,6.56,8.24,10.92,-9.89,-8.15,-12.15,-16.43,0.5,-0.1,7.81,8.56,-13.31,-2.68,1.81
-12.95,-20.71,-6.67,-7.83,0.45,-0.77,3.67,6.77,4.21,6.52,-6.83,-6.03,-9.84,-8.64,1.42,1.18,3.75,8.92,-11.49,-2.34,1.46
-11.26,-17.64,-6.61,-5.98,-0.1,-0.07,3.72,7.81,2.68,4.68,-2.54,-0.77,-6.66,-5.82,-4.05,1.75,4.52,8.89,-10.09,-1.94,1.75
-12.6,-19.66,-6.63,-6.94,-0.42,0.55,3.35,6.58,0.62,2.72,-2.71,-0.68,-6.3,-6.51,1.69,0.21,3.62,6.41,-11.16,-0.48,1.98
-14.02,-21.88,-8.46,-7.67,-2.07,1.41,1.58,6.56,-1.23,1.76,-5.59,-6.49,-8.94,-7.19,-2.97,2.33,0.84,5.84,-12.44,-0.78,1.84
-10.81,-17.97,-7.08,-3.13,-3.19,2.98,-0.14,5.24,-1.53,0.39,-3.98,-4.45,-7.73,-3.76,-3.21,4.09,0.54,2.73,-9.05,-0.4,-0.15
-11.37,-17.87,-6.99,-2.82,-3.29,2.31,0.54,5.64,0.75,1.39,-8.36,-7.51,-9.3,-6.5,-2.42,1.63,0.39,1.9,-9.33,-0.68,0.74
-7.6,-14.34,-4.22,-1.58,-1.0,1.36,2.92,5.47,2.58,4.03,-4.51,-3.4,-6.45,-2.26,-2.19,1.0,2.23,1.49,-5.58,-0.1,2.02
-7.93,-14.29,-3.9,-1.4,-1.22,1.25,3.95,5.23,3.39,2.97,-2.98,-2.17,-6.99,-0.3,-3.3,2.06,5.93,0.75,-6.39,0.19,1.9
-10.24,-16.4,-6.1,-3.03,-1.68,2.12,2.88,6.59,3.05,5.04,-3.25,-2.78,-9.46,-3.42,-0.35,1.4,4.41,3.86,-8.5,0.54,3.26
-12.5,-18.51,-7.17,-5.6,-2.2,2.17,3.53,7.55,6.19,5.54,-8.17,-4.45,-9.8,-5.64,2.36,2.49,5.43,3.53,-10.57,0.1,2.96
-11.97,-18.54,-8.32,-5.55,-2.21,2.17,4.43,10.59,6.63,9.81,-3.8,-2.3,-8.81,-4.27,-0.64,2.77,3.71,6.64,-11.65,-0.24,5.45
-12.63,-18.64,-7.23,-6.16,0.43,-0.27,6.02,9.51,7.95,10.82,-2.0,-0.3,-7.29,-4.74,-2.65,0.68,5.21,6.19,-10.45,-0.11,5.48
-9.95,-17.43,-3.87,-6.06,1.26,-1.85,8.08,8.12,7.98,9.97,-2.93,0.05,-4.87,-4.34,0.79,0.17,9.58,4.91,-8.8,-0.98,4.72
-11.26,-19.64,-3.66,-8.8,3.68,-1.67,8.13,7.54,7.25,9.35,0.83,-2.04,-6.18,-7.72,0.97,0.27,8.55,5.38,-9.25,-0.43,4.37
-11.49,-18.55,-3.59,-9.56,1.98,-2.24,7.49,5.28,7.08,5.71,-2.56,-0.11,-7.39,-5.35,1.17,1.18,8.76,3.77,-10.16,-3.07,1.94
-9.88,-19.21,-2.04,-6.95,1.8,-0.4,6.03,6.22,7.38,9.98,-1.38,-0.88,-2.41,-4.9,3.0,-2.38,6.03,5.44,-8.43,-1.54,2.43
-10.97,-18.16,-3.71,-7.65,3.03,-2.25,6.72,3.52,8.96,7.45,-0.11,-4.28,-5.67,-4.03,-3.49,-1.14,7.44,2.55,-9.56,-1.55,2.7
-10.89,-18.29,-2.93,-7.87,3.65,-3.08,7.95,5.0,10.33,9.35,-1.4,-1.9,-3.64,-5.15,1.7,-1.46,9.99,3.35,-8.83,-1.34,4.79
-11.21,-17.1,-2.01,-9.62,3.98,-3.34,7.98,6.3,10.98,10.65,1.8,1.55,-3.16,-8.24,5.46,-0.31,11.01,7.45,-9.84,-1.81,5.35
-11.34,-19.03,-1.85,-11.68,3.82,-4.04,5.83,4.67,7.4,6.83,-0.64,-7.72,-2.39,-10.39,8.2,-2.2,7.7,3.66,-10.3,-3.14,3.2
-11.52,-21.1,-1.44,-10.55,2.36,-1.63,4.89,6.14,5.82,7.67,2.32,-1.93,-3.52,-7.39,4.28,0.08,5.86,5.94,-10.23,-2.79,3.57
-11.01,-19.21,-1.39,-9.77,2.65,-3.46,4.03,2.29,2.68,3.14,5.49,-0.4,-0.91,-6.96,3.5,-2.14,5.53,3.56,-10.03,-3.68,0.78
-9.79,-17.51,0.26,-8.37,3.85,-4.38,3.93,0.92,3.42,2.66,-2.45,-7.22,-1.43,-6.07,2.37,-2.42,7.41,1.07,-9.04,-2.51,1.07
-8.31,-14.16,-0.12,-6.91,2.91,-2.83,3.14,1.47,3.63,3.46,-0.3,1.24,-2.34,-3.8,-0.1,0.59,4.28,4.17,-6.86,-1.29,0.89
-10.03,-15.32,-1.3,-8.73,3.4,-2.62,4.12,1.31,4.14,2.94,-1.1,-1.82,-3.69,-6.15,4.53,-0.26,6.12,4.3,-8.79,-2.74,1.02
-7.64,-14.99,0.4,-8.22,3.52,-3.52,4.32,0.47,3.26,2.79,-4.03,-4.31,-1.93,-6.75,1.58,-4.89,4.05,-0.14,-6.69,-0.93,1.96
-9.18,-18.54,0.44,-8.77,3.96,-4.66,5.13,0.41,4.83,3.42,0.82,-0.18,-3.71,-8.0,1.09,-7.8,5.46,-0.21,-7.48,-2.04,2.02
-6.26,-14.89,1.85,-9.16,5.82,-6.32,6.9,0.27,6.01,3.93,7.2,-1.84,0.03,-8.41,4.2,-7.95,9.8,-2.19,-6.58,-2.74,2.63
-8.43,-15.89,0.92,-8.17,5.91,-6.59,7.86,1.3,4.3,4.61,2.11,-1.53,-2.81,-7.27,7.3,-5.81,8.39,-1.22,-7.48,-2.39,3.21
-7.53,-13.69,-0.14,-7.26,4.05,-3.68,6.17,2.83,2.25,3.09,-5.32,2.99,-3.6,-8.34,7.57,-3.69,6.83,0.56,-6.99,-1.33,3.4
-8.26,-14.6,-2.62,-5.93,1.63,-2.25,3.43,4.09,-0.25,3.9,-2.35,-5.02,-5.01,-5.31,2.15,-1.42,0.82,2.99,-6.82,-0.52,3.09
-7.61,-14.02,-2.65,-6.35,1.38,-1.37,4.41,4.16,-0.48,2.71,-1.68,0.32,-2.34,-5.56,0.48,-0.36,1.65,2.48,-6.74,-1.14,3.72
-5.72,-12.58,-1.98,-5.4,0.47,-0.9,3.9,3.62,-0.09,0.81,-6.12,-2.14,-2.23,-5.18,0.15,-1.73,1.08,0.46,-5.32,-0.01,2.7
-6.58,-12.88,-1.0,-6.51,2.12,-3.04,3.78,0.47,-0.53,-2.5,1.27,-4.39,0.0,-6.46,0.04,-2.99,1.74,-3.33,-6.81,-2.22,1.44
-8.01,-14.57,-0.71,-8.15,4.15,-4.35,4.26,-0.84,-2.19,-5.3,0.68,-3.36,-0.17,-5.74,8.11,-3.06,1.36,-5.08,-7.45,-3.56,-0.21
-5.41,-10.1,1.1,-5.81,2.72,-2.29,4.55,-0.42,1.06,-5.78,8.29,2.27,3.26,-1.57,1.57,-0.62,6.81,-3.75,-4.33,-3.58,-0.03
-7.05,-9.78,-1.81,-4.98,1.02,-0.84,1.54,1.0,-3.52,-6.43,-0.84,7.93,-0.86,2.59,2.76,3.62,0.77,-0.6,-5.79,-4.97,-0.63
-4.85,-7.71,-1.35,-3.86,0.63,-0.01,2.15,1.25,-2.48,-4.93,11.43,4.96,2.96,2.49,5.14,3.98,0.68,-0.63,-4.79,-4.42,-0.18
-5.27,-8.47,-1.29,-2.76,0.83,0.33,2.86,2.82,-3.17,-3.66,5.35,5.08,1.67,0.7,6.53,4.22,1.34,-0.19,-4.6,-3.55,1.17
-7.11,-7.22,-2.91,-5.12,0.6,0.36,2.83,3.09,-3.22,-2.22,-1.64,11.13,-3.27,-0.04,5.78,7.3,0.98,0.67,-6.05,-3.31,1.8
-3.49,-5.34,0.17,-4.23,2.37,-2.44,4.71,1.9,1.04,-1.02,7.93,5.3,3.6,-0.18,7.04,2.86,5.98,0.04,-3.09,-3.98,1.03
-3.28,-6.07,0.32,-4.47,2.45,-1.84,4.71,4.71,0.46,2.81,7.71,15.49,2.46,1.98,5.76,5.67,2.63,4.69,-3.38,-4.39,2.8
-2.76,-4.37,1.34,-4.52,2.57,-2.63,3.32,2.12,-0.78,-1.78,12.95,7.8,5.57,1.59,6.2,6.57,2.62,0.51,-3.13,-5.14,0.88
-2.28,-7.18,3.43,-5.7,3.58,-3.26,4.53,2.86,0.85,-0.69,21.28,8.11,7.42,-3.1,9.25,2.93,5.39,1.52,-2.85,-5.04,1.43
-4.16,-8.45,1.37,-7.62,3.97,-2.6,6.39,4.87,3.29,1.44,17.08,9.01,6.45,-4.72,8.42,3.54,6.06,3.0,-5.01,-4.53,3.7
-3.59,-7.9,2.63,-8.4,4.34,-3.33,7.46,4.59,4.62,1.81,17.18,9.42,4.75,-4.23,7.19,2.07,6.92,2.83,-3.53,-3.78,4.76
-2.53,-4.74,2.43,-5.48,3.69,-2.69,8.66,5.58,7.62,6.94,15.26,12.26,4.06,-0.85,7.11,3.56,7.97,6.34,-1.86,-2.52,6.68
-5.72,-6.81,-0.92,-7.22,3.36,-2.94,9.46,5.98,8.65,8.3,2.99,12.51,-1.01,-1.18,7.58,4.22,8.22,7.99,-5.27,-2.83,6.91
-3.05,-4.82,2.5,-5.02,4.24,-3.22,7.84,3.06,5.56,4.5,-0.51,10.34,2.74,-0.17,10.98,2.16,5.37,4.26,-3.45,-2.59,6.34
-0.38,0.49,1.53,-1.59,1.93,-1.94,6.72,4.27,7.19,6.9,1.7,3.87,3.85,3.35,-0.92,2.93,6.82,3.72,-0.67,-2.28,6.64
-1.57,1.39,-1.68,-0.14,-2.07,2.0,2.14,5.36,0.81,1.8,-17.01,16.34,-1.25,2.85,-5.05,11.44,-1.08,4.98,-2.39,-3.38,4.5
-0.88,1.57,-1.86,1.08,-4.06,2.74,-1.53,5.95,-3.4,-1.8,-16.87,9.27,-2.12,7.91,-9.24,9.31,-6.43,1.3,-1.1,-1.97,1.86
1.66,6.43,-0.18,0.5,-2.25,1.67,-1.06,4.2,-4.96,-4.21,-4.4,4.56,4.1,7.97,-0.81,8.51,-3.53,-0.55,1.16,-3.26,0.64
0.68,5.78,0.46,0.34,-0.92,1.01,0.82,2.66,-4.37,-6.89,-12.67,-4.88,3.02,7.61,3.52,6.4,0.28,-2.73,1.12,-3.27,0.64
0.76,3.47,2.47,-1.8,0.19,0.5,1.48,3.41,-3.55,-5.27,-8.41,-11.23,7.16,5.35,5.91,4.03,-0.28,-1.77,0.04,-3.78,1.27
